Alert Fault code #,Alert message,Meaning,Color,Vehicle immediate response,Vehicle sends fault to AVCS?,Vehicle sends mi_request?,Severity,AVC Action, Remote Operator Action,Last Updated Version,Categorization,Ops Troubleshoot Guide,Notes,Stop Reason,PSA,KN,ABT,BNS,Rationale,Internal Comments,"trigger
breakdown",FT reference,Associated Reasons,,,,,,,,,,,,,,,,,,,,,
280,LiDAR Serial Number Mismatch (Left RS-LiDAR-16),"The serial number of the LiDAR does not match the software configuration. This may mean that the LiDAR has been replaced, in this case the software version will require an update.",Red,Vehicle performs Safe Stop and then Pause,Yes,No,FATAL,Reconfiguration required,,v5.40.12,"Hardware /
LiDAR"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,Draft,Draft,,,,,Lidar Serial Number,,,,,,,,,,,,,,,,,,,,,
281,LiDAR Serial Number Mismatch (Right RS-LiDAR-16),"The serial number of the LiDAR does not match the software configuration. This may mean that the LiDAR has been replaced, in this case the software version will require an update.",Red,Vehicle performs Safe Stop and then Pause,Yes,No,FATAL,Reconfiguration required,,v5.40.12,"Hardware /
LiDAR"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,Draft,N/A,,,,,Lidar Serial Number,,,,,,,,,,,,,,,,,,,,,
282,LiDAR Serial Number Mismatch (Front RS-LiDAR-M1),"The serial number of the LiDAR does not match the software configuration. This may mean that the LiDAR has been replaced, in this case the software version will require an update.",Red,Vehicle performs Safe Stop and then Pause,Yes,No,FATAL,Reconfiguration required,,v5.40.12,"Hardware /
LiDAR"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,Draft,N/A,,,,,Lidar Serial Number,,,,,,,,,,,,,,,,,,,,,
283,LiDAR Serial Number Mismatch (Left RS-LiDAR-M1),"The serial number of the LiDAR does not match the software configuration. This may mean that the LiDAR has been replaced, in this case the software version will require an update.",Red,Vehicle performs Safe Stop and then Pause,Yes,No,FATAL,Reconfiguration required,,v5.40.12,"Hardware /
LiDAR"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,Draft,N/A,,,,,Lidar Serial Number,,,,,,,,,,,,,,,,,,,,,
284,LiDAR Serial Number Mismatch (Right RS-LiDAR-M1),"The serial number of the LiDAR does not match the software configuration. This may mean that the LiDAR has been replaced, in this case the software version will require an update.",Red,Vehicle performs Safe Stop and then Pause,Yes,No,FATAL,Reconfiguration required,,v5.40.12,"Hardware /
LiDAR"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,Draft,N/A,,,,,Lidar Serial Number,,,,,,,,,,,,,,,,,,,,,
285,LiDAR Serial Number Mismatch (Left RS-Bpearl),"The serial number of the LiDAR does not match the software configuration. This may mean that the LiDAR has been replaced, in this case the software version will require an update.",Red,Vehicle performs Safe Stop and then Pause,Yes,No,FATAL,Reconfiguration required,,v5.40.12,"Hardware /
LiDAR"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,Draft,N/A,,,,,Lidar Serial Number,,,,,,,,,,,,,,,,,,,,,
286,LiDAR Serial Number Mismatch (Right RS-Bpearl),"The serial number of the LiDAR does not match the software configuration. This may mean that the LiDAR has been replaced, in this case the software version will require an update.",Red,Vehicle performs Safe Stop and then Pause,Yes,No,FATAL,Reconfiguration required,,v5.40.12,"Hardware /
LiDAR"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,Draft,N/A,,,,,Lidar Serial Number,,,,,,,,,,,,,,,,,,,,,
287,LiDAR Serial Number Mismatch (Top Front RS-LiDAR-16),"The serial number of the LiDAR does not match the software configuration. This may mean that the LiDAR has been replaced, in this case the software version will require an update.",Red,Vehicle performs Safe Stop and then Pause,Yes,No,FATAL,Reconfiguration required,,v5.40.12,"Hardware /
LiDAR"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Implemented,Draft,N/A,,,,,Lidar Serial Number,,,,,,,,,,,,,,,,,,,,,
288,LiDAR Serial Number Mismatch (Top Rear RS-LiDAR-16),"The serial number of the LiDAR does not match the software configuration. This may mean that the LiDAR has been replaced, in this case the software version will require an update.",Red,Vehicle performs Safe Stop and then Pause,Yes,No,FATAL,Reconfiguration required,,v5.40.12,"Hardware /
LiDAR"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,Draft,N/A,,,,,Lidar Serial Number,,,,,,,,,,,,,,,,,,,,,
289,High Deviation From Path,The vehicle detects that it is very far away from the path it is supposed to be on. This is a larger distance than the threshold for alert [150] Deviation From Path. The Remote Operator is unable to use Force Move Forward in this situation.,Red - Action Required,Vehicle performs Hard Stop and then Pause,No,"Yes, Technical MI",INFO,,"Use Path Selection to direct the vehicle back onto the path. If the error still does not clear, try performing Set Destination to reset the original destination.",v5.39.13,"Manual Intervention /
Navigation"," 
1. if alert persist, perform soft reboot
2. if alert persist, perform hard reboot.
3. if alert persist, send to SR for further checks",,TRUE,Tested,Tested,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Precedence Override Activated,The Remote Operator has activated Precedence Override. This causes the vehicle to ignore occlusions. The Remote Operator is required to watch the vehicle while Precedence Override is active.  The linkup reason will be this alert only if a Job Abort was performed by the previous remote operator.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,Pay attention to the vehicle and DVR cameras until Precedence Override is deactivated.,v5.39.13,"Manual Intervention /
Operational Process",,,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
292,UPS Battery Undervoltage,The filtered UPS voltage level is below 22V (about 20% capacity left).,Red,Vehicle performs Safe Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v5.38.7,"Hardware /
Battery",,,TRUE,Tested,Tested,N/A,N/A,,,,FT-001,"Voltage as float
Value < 22.0",,,,,,,,,,,,,,,,,,,,,
293,Force Move Forward Rejected,The vehicle has rejected the Force Move Forward command. This is because the command violates one of the existing safety requirements. The reason for rejection will be shown in WebUI when this alert occurs.,Amber,,No,No,INFO,,,v5.40.12,"Operations /
Informational",,,FALSE,Tested,Implemented,N/A,Implemented,,,,,"1. [143] Stopping For High Priority Dynamic Obstacle
2. [62] Stopping For Brake Reservoir Pressure Recharge
3. [50] Brake Reservoir Recharge In Progress
4. [270] Stopping For Dynamic Obstacle 1
5. [120] Critically Low Tire Pressure (Left Front)
6. [121] Critically Low Tire Pressure (Right Front)
7. [122] Critically Low Tire Pressure (Left Rear)
8. [123] Critically Low Tire Pressure (Right Rear)",,,,,,,,,,,,,,,,,,,,,
294,Localization System Warning: High Latency 6,"The vehicle detects that the localization system is unresponsive, it may have difficulty determining its current location.",Red,Vehicle performs Safe Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v5.39.13,"Venti /
Middleware"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,N/A,N/A,N/A,,road_marking_classifier/result,,,,,,,,,,,,,,,,,,,,,,,,
295,AVCS Destination Mismatch,The currently selected destination does not align with the destination specified by the AVCS job. The destination was likely set to a different destination by the Remote Operator.,Amber,,No,No,INFO,,,v5.40.12,"Operations /
Informational",,,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Abnormal UPS Battery Voltage,The UPS battery voltage level has an abnormal reading (> 28V). This could mean that there is an issue with the connection to the UPS battery and the current readings are inaccurate.,Red,Vehicle performs Hard Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v5.40.12,"Hardware /
Battery"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Unable To Engage Parking Brake,The vehicle finds that it is unable to engage the parking brake in autonomous mode. This could mean that the rocker switch has been left on by mistake.,Red,Vehicle performs Hard Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v5.41.7,"Hardware /
Brake",,,TRUE,Tested,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Waiting For Pre-emptive Monitoring,The vehicle has stopped because it is waiting for pre-emptive monitoring.,Amber,,No,No,INFO,,,v5.41.7,"Operations /
Informational",,,TRUE,Tested,Implemented,Implemented,Implemented,,From Action Advisor module,,,,,,,,,,,,,,,,,,,,,,,,
299,Stopping For Low Engine Speed,The vehicle is stopping because it detects that the engine speed is low (< 100 rpm).,Amber,Vehicle performs Temporary Soft Stop,No,No,INFO,,,v6.10.14,"Hardware /
Terberg",,,TRUE,Tested,Tested,N/A,Draft,,,,,"Engine speed as double
Value < 100.0",,,,,,,,,,,,,,,,,,,,,
300,Routine Check In Progress,The vehicle is undergoing a routine check. This can only be activated by someone on-site at the vehicle.,Amber,Vehicle performs Temporary Safe Stop,No,No,INFO,,,v5.42.3,"Operations /
Informational",,,TRUE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Left Steering Limit Reached,The vehicle steering has reached the maximum amount of steering possible in auto. This could mean that the map contains turnings too sharp for the vehicle to follow in auto.,Amber,,No,No,INFO,,,v5.42.3,"Hardware /
Steering",,,FALSE,Tested,Implemented,Implemented,Draft,,,,,"Steering degree as double
Value > 886.939",,,,,,,,,,,,,,,,,,,,,
302,Right Steering Limit Reached,The vehicle steering has reached the maximum amount of steering possible in auto. This could mean that the map contains turnings too sharp for the vehicle to follow in auto.,Amber,,No,No,INFO,,,v5.42.3,"Hardware /
Steering",,,FALSE,Tested,Implemented,Implemented,Draft,,,,,"Steering degree as double
Value < -886.939",,,,,,,,,,,,,,,,,,,,,
303,Velocity Control Offset Warning,The vehicle detects that it is unable to reach the commanded velocity. This could be caused by the trailer brakes being applied because the trailer is not connected properly.,Amber,,No,No,INFO,,,v5.42.3,"Hardware /
Brake",,,FALSE,Tested,Implemented,Implemented,Draft,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Low LiDAR Packet Count (Front RS-LiDAR-M1),The amount of packets received from the LiDAR is low.,No Display,,No,No,INFO,,,v5.47.12,"Hardware /
LiDAR",,,FALSE,Tested,Tested,Draft,N/A,,,,,"Packet loss percentage as double
Value > 0.1",,,,,,,,,,,,,,,,,,,,,
305,Low LiDAR Packet Count (Left RS-LiDAR-M1),The amount of packets received from the LiDAR is low.,No Display,,No,No,INFO,,,v5.47.12,"Hardware /
LiDAR",,,FALSE,Tested,Tested,Draft,N/A,,,,,"Packet loss percentage as double
Value > 0.1",,,,,,,,,,,,,,,,,,,,,
306,Low LiDAR Packet Count (Right RS-LiDAR-M1),The amount of packets received from the LiDAR is low.,No Display,,No,No,INFO,,,v5.47.12,"Hardware /
LiDAR",,,FALSE,Tested,Tested,Draft,N/A,,,,,"Packet loss percentage as double
Value > 0.1",,,,,,,,,,,,,,,,,,,,,
307,Hatch Cover Detected,The vehicle detects that a suspended hatch cover is nearby.,Amber,,No,No,INFO,,,v5.42.3,"Venti /
Middleware",,,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Swerving Detected,The vehicle detects that an instance of swerving has occurred.,Amber,,No,No,INFO,,,v5.42.3,"Venti /
Middleware",,,FALSE,Tested,Tested,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Traffic Light Override Activated,The Remote Operator has activated Traffic Light Override. This causes the vehicle to use the selected traffic light color while V2I is unavailable. The Remote Operator is required to watch the vehicle while Traffic Light Override is active.  The linkup reason will be this alert only if a Job Abort was performed by the previous remote operator.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,Pay attention to the vehicle and DVR cameras until Traffic Light Override is deactivated.,v6.2.10,"Manual Intervention /
Operational Process",,,FALSE,Tested,N/A,N/A,N/A,,,,,"1. Override ignored, V2I healthy
2. Following override command",,,,,,,,,,,,,,,,,,,,,
310,Wet Ground Detected,The vehicle detects that the ground is wet. This could indicate that it is currently raining.,Amber,,No,No,INFO,,,v5.42.3,"Operations /
Environment",,,FALSE,Tested,Tested,Draft,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Waiting For Static Obstacle,The vehicle is stopped because it is waiting for static obstacles on the high priority lanes. It may require help from the remote operator to proceed.,Amber,,No,No,INFO,,,v5.42.3,"Operations /
Informational",,,TRUE,Tested,Tested,Implemented,Implemented,,From Action Advisor module,,,,,,,,,,,,,,,,,,,,,,,,
312,Looking Out For Obstacles,The vehicle is stopped because it is looking out for obstacles on the high priority lanes. It should move soon if no obstacles are detected.,Amber,,No,No,INFO,,,v5.42.3,"Operations /
Informational",,,TRUE,Tested,Tested,Implemented,Implemented,,From Action Advisor module,,,,,,,,,,,,,,,,,,,,,,,,
313,Obstacle Detected Ahead,The vehicle is stopped because there is an obstacle detected in front of it.,Amber,,No,No,INFO,,,v5.42.3,"Operations /
Informational",,,TRUE,Tested,Implemented,Implemented,Implemented,,From Action Advisor module,,,,,,,,,,,,,,,,,,,,,,,,
314,Zero Speed Limit,The vehicle is stopped because the current lane has a speed limit of 0. This could be due to incorrect data in the referenced map.,Amber,,No,No,INFO,,,v5.42.3,"Operations /
Informational",,,TRUE,Tested,Implemented,Implemented,Implemented,,From Action Advisor module,,,,,,,,,,,,,,,,,,,,,,,,
315,Ingress/Egress Path Occupied,The vehicle is stopped because it detects that the ingress/egress path is occupied. This only occurs in the wharf area.,Amber,,No,No,INFO,,,v5.42.3,"Operations /
Informational",,,TRUE,Tested,Implemented,Implemented,Implemented,,From Action Advisor module,,,,,,,,,,,,,,,,,,,,,,,,
316,Timeout (Waiting For ARMG),"The vehicle has been stopped in the location for more than 10 minutes while waiting for ARMG to arrive. This timer will reset upon remote operator linkup. Perform FMR to connect the APM with a remote console. If APM is in the intended location, send apm_arrived_request to inform ARMG that APM has arrived.",Amber - Action Required,,Yes,No,WARNING,FMR required,,v5.44.11,"Manual Intervention /
Timeout",,,FALSE,Tested,N/A,N/A,N/A,,,,,"Timeout duration as float
Value > 600.0",,,,,,,,,,,,,,,,,,,,,
317,Driverless Flag Mismatch,The vehicle has detected that it is a driverless vehicle but the Auto button has not been pressed and held for 5 seconds in order to put it in Driverless mode.,Red,Vehicle performs Safe Stop and then Pause,No,"Yes, Non-Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v5.46.11,"Operations /
Informational",1. Check if the auto button was pressed and held for 5 seconds to put the vehicle into driverless mode.,,TRUE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
318,UPS Battery Recharge Required,"The vehicle requires the UPS battery to recharge to > 24.0V before it can continue in auto. This is a safety feature to ensure that the UPS battery is working properly before the vehicle is sent off in Driverless. If the UPS battery is not recharging, a hard reboot is required to solve this issue.",Red,Vehicle performs Safe Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v5.43.9,"Hardware /
Battery","1. Restart engine.
2. If alert persist, perform hard reboot.
3. If alert persist,  send to SR for further checks.",,TRUE,Tested,Implemented,N/A,N/A,,,,FT-001,"Voltage as float
Value < 24.0",,,,,,,,,,,,,,,,,,,,,
319,Brake Maintenance Required,The vehicle has identified a critical issue with the braking system which requires it to be checked by Venti. This alert does not go away unless a soft reboot is performed.,Red,Vehicle performs Hard Stop and then Pause,Yes,No,FATAL,Soft reboot required,,v5.43.9,"Hardware /
Brake"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",Venti to review if conditions can be more clearly described in the excel sheet.,TRUE,Tested,Implemented,N/A,N/A,,Triggers if If the brake imbalance for the front brakes happens for more than 5 seconds,,,"1. Imbalanced Brake Signals (Front Brakes)
2. Imbalanced Brake Signals (Rear Brakes)
3. Abnormal Brake Signals (Front Brakes)",,,,,,,,,,,,,,,,,,,,,
320,Abnormal Brake Signals (Front Brakes),"The vehicle has identified an abnormal value from the front brake signals (> 200%). This could mean that there is an issue with the connection to the front brakes. If this alert persists for 5 seconds, the fatal alert [319] Brake Maintenance Required will be generated and latched.",Red,Vehicle performs Hard Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v5.44.11,"Hardware /
Brake"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Implemented,N/A,N/A,,,,,"Current front brake percent as float
Value > 200.0",,,,,,,,,,,,,,,,,,,,,
321,Abnormal Brake Signals (Rear Brakes),The vehicle has identified an abnormal value from the rear brake signals (> 200%). This could mean that there is an issue with the connection to the rear brakes.,Red,Vehicle performs Hard Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v5.44.11,"Hardware /
Brake"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Implemented,N/A,N/A,,,,,"Current rear brake percent as float
Value > 200.0",,,,,,,,,,,,,,,,,,,,,
322,Timeout (Yellow Box),The vehicle has been stopped in the yellow box for more than 15 seconds. This timer will reset upon remote operator linkup. This check is active if any part of the tow head or > 14% of the trailer overlaps with the yellow box.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v6.10.14,"Manual Intervention /
Timeout",,,FALSE,Tested,N/A,N/A,N/A,"Threshold to increase from 3s to 10s, rationale explained here",,,,,,,,,,,,,,,,,,,,,,,,,
323,Trailer Brake Engaged (Low Front Brake Reservoir),"The vehicle detects that the brake reservoir values are low enough that the trailer brake will be engaged, which results in the vehicle being unable to move despite the throttle being applied. This could be due to an air leak in the trailer brake connections.",Red,Vehicle performs Hard Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.8.0,"Hardware /
Brake"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Implemented,N/A,Draft,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Rain Filter Activated,The vehicle detects that rain filter is activated. This will filter out certain objects to allow the vehicle to move smoothly in auto despite false positive detections from rain.,No Display,,No,No,INFO,,,v5.47.12,"Venti /
Middleware",,,FALSE,Tested,Implemented,Draft,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Abnormal Brake Reservoir Signals (Front Brakes),The vehicle has identified an abnormal value from the front brake reservoir signal (> 10.5 bar). This could mean that there is an issue with the connection to the front brake reservoir.,Red,Vehicle performs Safe Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v5.45.10,"Hardware /
Brake"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Implemented,N/A,Draft,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Abnormal Brake Reservoir Signals (Rear Brakes),The vehicle has identified an abnormal value from the rear brake reservoir signal (> 10.5 bar). This could mean that there is an issue with the connection to the rear brake reservoir.,Red,Vehicle performs Safe Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v5.45.10,"Hardware /
Brake"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Implemented,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Timeout (Blocking Traffic At Junction),The vehicle has been stopped inside the junction blocking traffic flow for more than 30 seconds. This timer will reset upon remote operator linkup.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v5.47.12,"Manual Intervention /
Timeout",,,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Abnormal Wheel Encoder Signals (Left Rear),The vehicle detects that the left rear wheel encoder is not producing data and may be malfunctioning.,Red,Vehicle performs Hard Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.2.10,"Hardware /
Other Sensors"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Implemented,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Abnormal Wheel Encoder Signals (Right Rear),The vehicle detects that the right rear wheel encoder is not producing data and may be malfunctioning.,Red,Vehicle performs Hard Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.2.10,"Hardware /
Other Sensors"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Implemented,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
332,LiDAR Calibration Error Detected,The vehicle has detected that the calibration of at least one of the LiDAR is inaccurate. This could happen if the sensor is degraded or it has shifted in position.,Amber - Action Required,,No,No,WARNING,,,v6.3.6,"Hardware /
LiDAR","1. If alert persist, wipe LiDAR with microfiber cloth, check for any damage or cracks on the sensor surface.
5. If alert persist,  send to SR for further checks.",,FALSE,Tested,N/A,N/A,Draft,,,,,Displays problematic sensor received from message.,,,,,,,,,,,,,,,,,,,,,
333,Unable To Release Parking Brake,The vehicle detects that it is unable to release the parking brake. This could mean that the parking brake is physically engaged.,Amber,,No,No,INFO,,,v5.47.12,"Hardware /
Brake",,,TRUE,Tested,Implemented,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Timeout (Zebra Crossing),The vehicle has been stopped inside the zebra crossing for more than 30 seconds. This timer will reset upon remote operator linkup.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v5.47.12,"Manual Intervention /
Timeout",,,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Timeout (Drive Sea-side Lane),The vehicle detects that its path has been obstructed  by a static obstacle for more than 60 seconds. This timer will reset upon remote operator linkup. This happens often when blocked by other vehicles in the wharf adjacent lanes.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v6.11.12,"Manual Intervention /
Timeout",,,FALSE,Tested,N/A,N/A,N/A,"
Resolve FP in v6.7, overview here",,,,,,,,,,,,,,,,,,,,,,,,,
336,Brake Control Tracking Error Detected,The vehicle detects that an error in the controller could be causing a harsh brake.,No Display,,No,No,INFO,,,v5.47.12,"Hardware /
Brake",,,FALSE,Tested,Implemented,N/A,Draft,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Timeout (Wharf Lane Keeping),The vehicle has been stopped while performing lane keeping inside the wharf for more than 30 seconds. This timer will reset upon remote operator linkup.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v5.47.12,"Manual Intervention /
Timeout",,,FALSE,Tested,N/A,N/A,N/A,,,,,"Timeout duration as float
Value > 30.0",,,,,,,,,,,,,,,,,,,,,
338,Timeout (Wharf Ingress),The vehicle has been stopped while ingressing into the wharf for more than 10 seconds. This timer will reset upon remote operator linkup.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v5.47.12,"Manual Intervention /
Timeout",,,FALSE,Tested,N/A,N/A,N/A,,,,,"Timeout duration as float
Value > 10.0",,,,,,,,,,,,,,,,,,,,,
339,Timeout (Wharf Egress),The vehicle has been stopped while egressing out of the wharf for more than 30 seconds. This timer will reset upon remote operator linkup.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v5.47.12,"Manual Intervention /
Timeout",,,FALSE,Tested,N/A,N/A,N/A,,,,,"Timeout duration as float
Value > 30.0",,,,,,,,,,,,,,,,,,,,,
340,Stopping For Heavy Rain,The vehicle detects that the rain is heavy enough that it will be unsafe for it to proceed.,Amber - Action Required,Vehicle performs Temporary Safe Stop,No,No,WARNING,,,v6.1.16,"Operations /
Environment",,,TRUE,Tested,Implemented,Draft,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Automatic Relocalization In Progress,The vehicle is currently performing automatic relocalization. Remote operator functionality will be disabled until this process is completed. This process typically takes around 5 seconds.,Amber,Vehicle performs Temporary Hard Stop,No,No,INFO,,,v5.47.12,"Operations /
Informational",,,TRUE,Tested,Implemented,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Localization Check Required,The vehicle detects that it requires help from the remote operator to check the localization of the vehicle. This alert will go away after the remote operator performs Relocalization or Move Slowly.,Red - Action Required,Vehicle performs Hard Stop and then Pause,No,"Yes, Technical MI",INFO,,"1. Perform Relocalization. If current localization is good, do not need to adjust the location.
2. If localization still displays critical, use Move Slowly.",v6.5.7,"Manual Intervention /
Localization",,,TRUE,Tested,Implemented,Implemented,N/A,,,,,"1. Automatic Relocalization Not Enabled
2. Remote Operator Connected To Vehicle
3. Automatic Relocalization Needs Check
4. Automatic Relocalization Failed",,,,,,,,,,,,,,,,,,,,,
345,Stopping For Off-Road Obstacle,The vehicle is stopping for an obstacle that is outside of the main road.,Amber,,No,No,INFO,,,v6.0.38,"Operations /
Informational",,,TRUE,Tested,Implemented,Implemented,Implemented,,Dynamic Speed,,,,,,,,,,,,,,,,,,,,,,,,
351,Timeout (Refueling Station),The vehicle has been stopped inside the refueling station area for more than 10 minutes. This includes areas near the refueling station that are not in the drive. This timer will reset upon remote operator linkup.,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v5.47.12,"Manual Intervention /
Timeout",,,FALSE,Tested,N/A,N/A,N/A,,,,,"Timeout duration as float
Value > 600.0",,,,,,,,,,,,,,,,,,,,,
352,Second Stage Adjustment Error,The vehicle did not manage to complete second stage adjustment. The reason field associated with the alert will be used to explain why the second stage adjustment had an issue. This could be caused by second stage adjustment exceeding the time limit of 16 seconds after receiving the first V2E message.,Amber,,No,No,INFO,,,v6.10.14,"Operations /
Crane Alignment",,,TRUE,Tested,N/A,N/A,N/A,,,,,"1. Time limit exceeded
2. Too many brake release cycles
3. Movement distance exceeded
4. Adjustment distance too small
5. Aborted due to low brake pressure
6. Spreader detected
7. Cancelled by pause mode
8. Manual stop
9. Cancelled by switching out of auto
10. Unable to set adjustment distance
11. Invalid container line distance
12. Move by distance not allowed
13. No distance from tracker
14. Cancelled by new job
15. Unknown",,,,,,,,,,,,,,,,,,,,,
